County,Jurisdiction,Clerk,Address,Hours
MUSKEGON,NORTON SHORES CITY,RACHEL PAVLICH,"NORTON SHORES CITY HALL,4814 HENRY STREET,NORTON SHORES,MI,49441",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
MUSKEGON,NORTON SHORES CITY,RACHEL PAVLICH,"NORTON SHORES LIBRARY,705 SEMINOLE,NORTON SHORES,MI,49441",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
MUSKEGON,RAVENNA TOWNSHIP,PENNY SHERMAN,"3770 BLACKMER RD,RAVENNA,MI,49451",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
MUSKEGON,ROOSEVELT PARK CITY,ALISON JOHNSON,"900 OAK RIDGE RD,CITY HALL EAST PARKING LOT DRIVE UP DROP BOX,ROOSEVELT PARK,MI,49441",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
MUSKEGON,ROOSEVELT PARK CITY,ALISON JOHNSON,"900 OAK RIDGE RD,CITY HALL FRONT DOOR DROP BOX,ROOSEVELT PARK,MI,49441",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
MUSKEGON,SULLIVAN TOWNSHIP,HEATHER BROWN,"8138 HTS. RAVENNA RD.,RIGHT OUTSIDE THE ENTRANCE DOOR,RAVENNA,MI,49451",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
MUSKEGON,WHITEHALL CITY,BRENDA BOURDON,"405 E. COLBY STREET,WHITEHALL,MI,49461",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
MUSKEGON,WHITEHALL TOWNSHIP,ILENE NICHOLS,"7644 DURHAM ROAD,WHITEHALL,MI,49461",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
MUSKEGON,WHITE RIVER TOWNSHIP,JULIE GOERICKE,"7386 POST RD,MONTAGUE,MI,49437",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
MUSKEGON,WHITE RIVER TOWNSHIP,JULIE GOERICKE,"7386 POST ROAD,MONTAGUE,MI,49437",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,ASHLAND TOWNSHIP,SHELLY BOEREMA,"2019 W 120TH STREET,GRANT,MI,49327",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,BARTON TOWNSHIP,CHERYL DUKAVAS,"7860 E 17 MILE RD,REED CITY,MI,49677",MONDAY A;TUESDAY A;WEDNESDAY A;THURSDAY A;FRIDAY A;
NEWAYGO,BEAVER TOWNSHIP,PENNY HERNANDEZ,"8628 10 MILE RD,BITELY,MI,49309",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,BIG PRAIRIE TOWNSHIP,JUDITH BAKER,"5160 S. CROTON-HARDY DR. NEWAYGO,NEWAYGO,MI,49337",
NEWAYGO,BIG PRAIRIE TOWNSHIP,JUDITH BAKER,"2815 S. ELM AVE.,WHITE CLOUD,MI,49349",
NEWAYGO,BRIDGETON TOWNSHIP,ANN MARIE KOSSEN-PRIDDY,"11830 WARNER AVE.,GRANT,MI,49327",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,BROOKS TOWNSHIP,JENNIFER BADGERO,"490 QUARTERLINE,NEWAYGO,MI,49337",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,CROTON TOWNSHIP,DEBBRA WRIGHT,"5833 E. DIVISION ST.,NEWAYGO,MI,49337",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,DAYTON TOWNSHIP,MARY JO KEITH,"3215  S STONE ROAD,FREMONT,MI,49412",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,DENVER TOWNSHIP,NICKI MCWILLIAMS,"130 ADAMS ROAD,HESPERIA,MI,49421",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,ENSLEY TOWNSHIP,CYNTHIA HARWOOD,"7163 E 120th St,Sand Lake,MI,49343",24/7
NEWAYGO,EVERETT TOWNSHIP,PAMELA CHAFFEE,"1516 E. 8TH STREET,WHITE CLOUD,MI,49349",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,FREMONT CITY,PATTI RAIDER,"101 E MAIN STREET,FREMONT,MI,49412",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,GARFIELD TOWNSHIP,KRISTIN MELVIN,"7190 BINGHAM AVE,NEWAYGO,MI,49337",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,GOODWELL TOWNSHIP,LEONA HARVEY,"2465 N CYPRESS AVE,WHITE CLOUD,MI,49349",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,GRANT CITY,LORI GARDNER,"280 S MAPLE ST,GRANT,MI,49327",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,GRANT TOWNSHIP,GLADYS VELTKAMP,"1617 E. 120TH STREET,GRANT,MI,49327",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;
NEWAYGO,LILLEY TOWNSHIP,FRANCES  NELSON,"10767 N PROSPECT,BITELY,MI,49309",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,LINCOLN TOWNSHIP,JACKIE  BULSON,"1988 N WISNER,WHITE CLOUD,MI,49349",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,MERRILL TOWNSHIP,CHRISTINE BERTHUME,"1585 11 MILE ROAD,BITELY,MI,49309",
NEWAYGO,MONROE TOWNSHIP,GABRIELA URBANE,"4141 E FILMORE,WHITE CLOUD,MI,49349",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,NEWAYGO CITY,KIM GOODIN,"28 STATE RD,OUTSIDE MAIN ENTRANCE OF CITY HALL BY PARKING LOT,NEWAYGO,MI,49337",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,NORWICH TOWNSHIP,STACIE LANGWORTHY,"7213 N. CYPRESS,BIG RAPIDS,MI,49307",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,SHERIDAN CHARTER TOWNSHIP,MARGARET KOLK,"6360 S Township Parkway,Slot in building which drops into a locked box.,Fremont,MI,49412",24/7
NEWAYGO,SHERMAN TOWNSHIP,JAMIE KUKAL,"2168 S WISNER AVE,FREMONT,MI,49412",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,WHITE CLOUD CITY,KELLI ARNOLD,"12 N CHARLES,WHITE CLOUD,MI,49349",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
NEWAYGO,WILCOX TOWNSHIP,ERICA POZAS,"1795 N. EVERGREEN DR,WHITE CLOUD,MI,49349",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,ADDISON TOWNSHIP,PAULINE BENNETT,"1440 ROCHESTER RD,LEONARD,MI,48367",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,AUBURN HILLS CITY,LAURA M PIERCE,"1500 BROWN RD,AT THE DPW FACILITY,AUBURN HILLS,MI,48326",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,AUBURN HILLS CITY,LAURA M PIERCE,"1827 N. SQUIRREL RD,ATTACHED TO CITY HALL BUILDING,AUBURN HILLS,MI,48326",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,AUBURN HILLS CITY,LAURA M PIERCE,"1827 N. SQUIRREL RD,INSIDE CITY HALL,AUBURN HILLS,MI,48326",MONDAY 8:00AM - 5:00PM;TUESDAY 8:00AM - 5:00PM;WEDNESDAY 8:00AM - 5:00PM;THURSDAY 8:00AM - 5:00PM;FRIDAY 8:00AM - 5:00PM;
OAKLAND,AUBURN HILLS CITY,LAURA M PIERCE,"1827 N. SQUIRREL RD,LOCATED IN PARKING LOT 2,AUBURN HILLS,MI,48326",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,BERKLEY CITY,VICTORIA MITCHELL,"3338 COOLIDGE HIGHWAY,BERKLEY,MI,48072",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,BIRMINGHAM CITY,ALEXANDRIA BINGHAM,"151 MARTIN,BIRMINGHAM,MI,48009",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,BIRMINGHAM CITY,ALEXANDRIA BINGHAM,"151 MARTIN STREET,BIRMINGHAM,MI,48009",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,BIRMINGHAM CITY,ALEXANDRIA BINGHAM,"572 S ADAMS RD,BIRMINGHAM,MI,48009",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,BIRMINGHAM CITY,ALEXANDRIA BINGHAM,"CLERK'S OFFICE, 151 MARTIN STREET,BIRMINGHAM,MI,48009",MONDAY 8:00AM - 5:00PM;TUESDAY 8:00AM - 5:00PM;WEDNESDAY 8:00AM - 5:00PM;THURSDAY 8:00AM - 5:00PM;FRIDAY 8:00AM - 5:00PM;
OAKLAND,BLOOMFIELD TOWNSHIP,MARTIN BROOK,"LOBBY DROP BOX,4200 TELEGRAPH ROAD,BLOOMFIELD HILLS,MI,48302",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,BLOOMFIELD TOWNSHIP,MARTIN BROOK,"DRIVE UP DROP BOX,1101 WESTVIEW ROAD,BLOOMFIELD TOWNSHIP,MI,48302",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,BLOOMFIELD TOWNSHIP,MARTIN BROOK,"DRIVE UP DROP BOX,4200 TELEGRAPH ROAD,BLOOMFIELD TOWNSHIP,MI,48302",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,BLOOMFIELD TOWNSHIP,MARTIN BROOK,"WALK UP DROP BOX,3595 BRADWAY BLV,BLOOMFIELD TOWNSHIP,MI,48301",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,BLOOMFIELD HILLS CITY,AMY BURTON,"45 E LONG LAKE ROAD,BLOOMFIELD HILLS,MI,48304",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,BRANDON TOWNSHIP,ROSELYN BLAIR,"395 MILL ST.,ORTONVILLE,MI,48462",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,CLAWSON CITY,VINCE SMITH,"425 NORTH MAIN STREET,CLAWSON,MI,48017",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,COMMERCE TOWNSHIP,MELISSA CREECH,"2009 TOWNSHIP DRIVE,COMMERCE TOWNSHIP,MI,48390",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,COMMERCE TOWNSHIP,MELISSA CREECH,"180 E. COMMERCE ROAD,COMMERCE TWP,MI,48382",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,COMMERCE TOWNSHIP,MELISSA CREECH,"2401 GLENGARY,COMMERCE TWP,MI,48382",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,FARMINGTON CITY,MEAGHAN BACHMAN,"23600 LIBERTY - WEST CIRCLE DRIVE,FARMINGTON,MI,48335",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,FARMINGTON CITY,MEAGHAN BACHMAN,"23600 LIBERTY STREET- EAST ENTRANCE SIDEWALK,FARMINGTON, MI 48336,MI,48335",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,FARMINGTON HILLS CITY,CARLY LINDAHL,"31655 11 MILE RD,DRIVE-UP DROP BOX IN FRONT OF THE POLICE STATION,FARMINGTON HILLS,MI,48336",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,FARMINGTON HILLS CITY,CARLY LINDAHL,"COSTICK ACTIVITIES CENTER,28600 11 MILE RD,FARMINGTON HILLS,MI,48336",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,FARMINGTON HILLS CITY,CARLY LINDAHL,"DEPARTMENT OF PUBLIC WORKS,27245 HALSTED RD,FARMINGTON HILLS,MI,48336",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,FARMINGTON HILLS CITY,CARLY LINDAHL,"FIRE STATION #1,35725 9 MILE RD,FARMINGTON HILLS,MI,48335",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,FARMINGTON HILLS CITY,CARLY LINDAHL,"FIRE STATION #3,29260 GRAND RIVER AVE,FARMINGTON HILLS,MI,48336",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,FERNDALE CITY,DEAN LENT,"221 W TROY STREET,FERNDALE,MI,48220",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;
OAKLAND,FERNDALE CITY,DEAN LENT,"300 E. 9 MILE ROAD,FERNDALE,MI,48220",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;
OAKLAND,GROVELAND TOWNSHIP,JENELL KELLER,"4695 GRANGE HALL ROAD,HOLLY,MI,48442",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,HAZEL PARK CITY,LISA MAYO,"111 E. NINE MILE RD.,HAZEL PARK,MI,48030",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,HAZEL PARK CITY,LISA MAYO,"620 W. WOODWARD HEIGHTS,HAZEL PARK,MI,48030",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,HIGHLAND TOWNSHIP,"TAMI FLOWERS, MIPMC","205 N. JOHN ST,HIGHLAND,MI,48357",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,HIGHLAND TOWNSHIP,"TAMI FLOWERS, MIPMC","205 N. JOHN ST,HIGHLAND,MI,48357",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,HIGHLAND TOWNSHIP,"TAMI FLOWERS, MIPMC","2550 E. WARDLOW,HIGHLAND,MI,48356",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,HOLLY TOWNSHIP,KARIN WINCHESTER,"102 CIVIC DR.,HOLLY,MI,48442",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,HUNTINGTON WOODS CITY,HEIDI BARCKHOLTZ,"26815 SCOTIA,HUNTINGTON WOODS,MI,48070",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,HUNTINGTON WOODS CITY,HEIDI BARCKHOLTZ,"26815 SCOTIA RD,HUNTINGTON WOODS,MI,48070",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,HUNTINGTON WOODS CITY,HEIDI BARCKHOLTZ,"26815 SCOTIA RD,CITY HALL LOBBY/FRONT COUNTER,HUNTINGTON WOODS,MI,48070",MONDAY 8:30AM - 4:30PM;TUESDAY 8:30AM - 4:30PM;WEDNESDAY 8:30AM - 4:30PM;THURSDAY 8:30AM - 4:30PM;FRIDAY 8:30AM - 4:30PM;
OAKLAND,INDEPENDENCE TOWNSHIP,CARI NEUBECK,"CLERK COUNTER,6483 WALDON CENTER DRIVE,CLARKSTON,MI,48346",MONDAY 7:00AM - 5:30PM;TUESDAY 7:00AM - 5:30PM;WEDNESDAY 7:00AM - 5:30PM;THURSDAY 7:00AM - 5:30PM;
OAKLAND,INDEPENDENCE TOWNSHIP,CARI NEUBECK,"DRIVE-UP,5241 MAYBEE ROAD,CLARKSTON,MI,48346",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,INDEPENDENCE TOWNSHIP,CARI NEUBECK,"DRIVE-UP,6483 WALDON CENTER DRIVE,CLARKSTON,MI,48346",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,INDEPENDENCE TOWNSHIP,CARI NEUBECK,"WALK-UP,6500 CITATION DR,CLARKSTON,MI,48346",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,INDEPENDENCE TOWNSHIP,CARI NEUBECK,"WALK-UP LOCATED AT WEST ENTRANCE OF TOWNHALL,6483 WALDON CENTER DRIVE,CLARKSTON,MI,48346",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,KEEGO HARBOR CITY,STACY GOODALL,"2025 BEECHMONT ST,2025 BEECHMONT STREET,KEEGO HARBOR,MI,48320",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,LAKE ANGELUS CITY,SARAH RAZZAQUE,"45 GALLOGLY ROAD,LAKE ANGELUS,MI,48326",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,LATHRUP VILLAGE CITY,ALISA EMANUEL,"27400 SOUTHFIELD RD,LATHRUP VILLAGE,MI,48076",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,LYON TOWNSHIP,MICHELE  CASH,"58000 GRAND RIVER AVE.,NEW HUDSON,MI,48165",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;
OAKLAND,LYON TOWNSHIP,MICHELE  CASH,"FIRE STATION 2,56675 TEN MILE RD,SOUTH LYON,MI,48178",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;
OAKLAND,MADISON HEIGHTS CITY,MARY DALEY,"CITY HALL - NORTH PARKING LOT,300 W 13 MILE RD,MADISON HEIGHTS,MI,48071",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,MADISON HEIGHTS CITY,MARY DALEY,"FIRE STATION #2,26339 JOHN R,MADISON HEIGHTS,MI,48071",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,MILFORD TOWNSHIP,HOLLY BRANDT,"1100 ATLANTIC STREET,MILFORD,MI,48381",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,MILFORD TOWNSHIP,HOLLY BRANDT,"325 W HURON,MILFORD,MI,48381",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,NORTHVILLE CITY,MICHAELA KLEEHAMMER,"NORTHVILLE CITY HALL,215 W MAIN ST,NORTHVLLE,MI,48167",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,NOVI CITY,CORTNEY HANSON,"42785 9 MILE ROAD,NOVI,MI,48375",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,NOVI CITY,CORTNEY HANSON,"45175 TEN MILE ROAD,(CLERK'S COUNTER),NOVI,MI,48375",MONDAY 8:00AM - 5:00PM;TUESDAY 8:00AM - 5:00PM;WEDNESDAY 8:00AM - 5:00PM;THURSDAY 8:00AM - 5:00PM;FRIDAY 8:00AM - 5:00PM;
OAKLAND,NOVI CITY,CORTNEY HANSON,"45175 TEN MILE ROAD,(IN ATRIUM),NOVI,MI,48375",MONDAY 8:00AM - 5:00PM;TUESDAY 8:00AM - 5:00PM;WEDNESDAY 8:00AM - 5:00PM;THURSDAY 8:00AM - 5:00PM;FRIDAY 8:00AM - 5:00PM;
OAKLAND,NOVI CITY,CORTNEY HANSON,"45175 TEN MILE ROAD,(PARKING LOT),NOVI,MI,48375",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,NOVI CITY,CORTNEY HANSON,"45175 TEN MILE ROAD,SIDEWALK AT MAIN ENTRANCE,NOVI,MI,48375",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OAKLAND,NOVI CITY,CORTNEY HANSON,"49375 W. 10 MILE ROAD,NOVI,MI,48374",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
